kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60
18.1;0000-2400;;RUS;RDL Russian Navy;-CW;RUS;m;1;;[1219]
20.5;0741-0747;;BLR;RJH69 Molodechno;-TS;EEu;mo;1;;[0120]
20.5;0441-0447;;KGZ;RJH66 Bishkek;-TS;CAs;bk;1;;[0120]
20.5;1041-1047;;KGZ;RJH66 Bishkek;-TS;CAs;bk;1;;[0120]
20.5;1131-1141;;RUS;RJH63 Krasnodar;-TS;EEu;kd;1;;[0120]
20.5;0941-0947;;RUS;RJH77 Arkhangelsk;-TS;EEu;ak;1;;[0120]
20.5;0841-0847;;RUS;RJH99 Nizhni Novgorod;-TS;EEu;nn;1;;[0120]
23;0735-0741;;BLR;RJH69 Molodechno;-TS;EEu;mo;1;;[0120]
23;0435-0441;;KGZ;RJH66 Bishkek;-TS;CAs;bk;1;;[0120]
23;1035-1041;;KGZ;RJH66 Bishkek;-TS;CAs;bk;1;;[0120]
23;1126-1131;;RUS;RJH63 Krasnodar;-TS;EEu;kd;1;;[0120]
23;0935-0941;;RUS;RJH77 Arkhangelsk;-TS;EEu;ak;1;;[0120]
23;0835-0841;;RUS;RJH99 Nizhni Novgorod;-TS;EEu;nn;1;;[0120]
25;0700-0725;;BLR;RJH69 Molodechno;-TS;EEu;mo;1;;[0120]
25;0400-0425;;KGZ;RJH66 Bishkek;-TS;CAs;bk;1;;[0120]
25;1000-1025;;KGZ;RJH66 Bishkek;-TS;CAs;bk;1;;[0120]
25;1100-1120;;RUS;RJH63 Krasnodar;-TS;EEu;kd;1;;[0120]
25;0900-0925;;RUS;RJH77 Arkhangelsk;-TS;EEu;ak;1;;[0120]
25;0800-0825;;RUS;RJH99 Nizhni Novgorod;-TS;EEu;nn;1;;[0120]
25.1;0725-0730;;BLR;RJH69 Molodechno;-TS;EEu;mo;1;;[0120]
25.1;0425-0430;;KGZ;RJH66 Bishkek;-TS;CAs;bk;1;;[0120]
25.1;1025-1030;;KGZ;RJH66 Bishkek;-TS;CAs;bk;1;;[0120]
25.1;1120-1123;;RUS;RJH63 Krasnodar;-TS;EEu;kd;1;;[0120]
25.1;0925-0930;;RUS;RJH77 Arkhangelsk;-TS;EEu;ak;1;;[0120]
25.1;0825-0830;;RUS;RJH99 Nizhni Novgorod;-TS;EEu;nn;1;;[0120]
25.5;0730-0735;;BLR;RJH69 Molodechno;-TS;EEu;mo;1;;[0120]
25.5;0430-0435;;KGZ;RJH66 Bishkek;-TS;CAs;bk;1;;[0120]
25.5;1030-1035;;KGZ;RJH66 Bishkek;-TS;CAs;bk;1;;[0120]
25.5;1123-1126;;RUS;RJH63 Krasnodar;-TS;EEu;kd;1;;[0120]
25.5;0930-0935;;RUS;RJH77 Arkhangelsk;-TS;EEu;ak;1;;[0120]
25.5;0830-0835;;RUS;RJH99 Nizhni Novgorod;-TS;EEu;nn;1;;[0120]
27.3;0000-2400;;RUS;RDL Russian Navy;-CW;EEu;/BLR-mo;1;;[1019]
37.5;0000-2400;;ISL;TFK Grindavik;;NEu;g;1;;[1218]
40;0000-2400;;J;JJY (ID x15,x45);-TS;FE;o;1;;[0122]
60;0000-2400;;G;MSF Time from NPL;-TS;Eu;an;1;;[1122]
60;0000-2400;;J;JJY (ID x15,x45);-TS;FE;h;1;;[0122]
60;0000-2400;;USA;WWVB Colorado;-TS;USA;ff;1;;[0519]
66.66;0000-2400;;RUS;RBU Time Signal;-TS;EEu;t;1;;[1119]
68.5;0000-2100;;CHN;BPC Time Signal;-TS;FE;sq;1;;[0122]
77.5;0000-2400;;D;DCF77 Mainflingen;-TS;Eu;mf;1;;[1122]
100;0000-2400;;CHN;BPL Time Signal;-TS;FE;p;1;;[0519]
128.9;0000-2400;;D;EFR Teleswitch;;CEu;mf;1;;[1122]
135.4;0000-2400;;HNG;EFR Teleswitch;;CEu;lh;1;;[1122]
138.8;0000-2400;;D;EFR Teleswitch;;CEu;bu;1;;[1122]
147.3;0000-2400;;D;DWD 2 Pinneberg RTTY;E;Eu;pi;1;;[1122]
153;0000-2400;1234567;ROU;Antena Satelor;RO;ROU;Brașov/Bod Colonie;1;;
153;0100-0200;1234567;ALG;Radio Algérie Int.;A;NAf;Béchar;1;;
153;0200-0100;1234567;ALG;Chaîne 1;A;NAf;Béchar;1;;
162;1000-0600;;F;ALS162 Time Signals;-TS;F;a;2;;[0122]
162;0600-1000;We-Mo;F;ALS162 Time Signals;-TS;F;a;2;;
164;0700-1400;irr;MNG;Mongolian National Radio;MO;As;Ulan Bator;1;;[1022]
164;2200-1500;1234567;MNG;Mongoliin Radio 1;MO;FE;Ulaanbaatar/Khonkhor;1;;
171;0000-0400;1234567;MRC;Médi 1;F;NAf;Nador;1;;[0120]
171;0500-2400;1234567;MRC;Médi 1;A,F;NAf;Nador;1;;[0120]
189;0000-0700;12345;ISL;RÚV Rás 1;IS;ISL;Gufuskálar (Hellissandur);1;;
189;0000-1615;67;ISL;RÚV Rás 1;IS;ISL;Gufuskálar (Hellissandur);1;;
189;0700-0900;12345;ISL;RÚV Rás 2;IS;ISL;Gufuskálar (Hellissandur);1;;
189;0900-1400;12345;ISL;RÚV Rás 1;IS;ISL;Gufuskálar (Hellissandur);1;;
189;1400-1600;12345;ISL;RÚV Rás 2;IS;ISL;Gufuskálar (Hellissandur);1;;
189;1600-1615;12345;ISL;RÚV Rás 1;IS;ISL;Gufuskálar (Hellissandur);1;;
189;1615-1930;12345;ISL;RÚV Rás 2;IS;ISL;Gufuskálar (Hellissandur);1;;
189;1615-1930;67;ISL;RÚV Rás 2;IS;ISL;Gufuskálar (Hellissandur);1;;
189;1930-1945;12345;ISL;RÚV Rás 1;IS;ISL;Gufuskálar (Hellissandur);1;;
189;1930-1945;67;ISL;RÚV Rás 1;IS;ISL;Gufuskálar (Hellissandur);1;;
189;1945-2200;12345;ISL;RÚV Rás 2;IS;ISL;Gufuskálar (Hellissandur);1;;
189;1945-2200;67;ISL;RÚV Rás 2;IS;ISL;Gufuskálar (Hellissandur);1;;
189;2200-2400;12345;ISL;RÚV Rás 1;IS;ISL;Gufuskálar (Hellissandur);1;;
189;2200-2400;67;ISL;RÚV Rás 1;IS;ISL;Gufuskálar (Hellissandur);1;;
198;0520-0100;1234567;G;BBC Radio 4;E;G;Droitwich/Mast A-B;1;;
198;0100-0520;1234567;G;BBC WS;E;G;Droitwich/Mast A-B;1;;
198;0520-0100;1234567;G;BBC Radio 4;E;G;Burghead;1;;
198;0100-0520;1234567;G;BBC WS;E;G;Burghead;1;;
198;0520-0100;1234567;G;BBC Radio 4;E;G;Westerglen;1;;
198;0100-0520;1234567;G;BBC WS;E;G;Westerglen;1;;
198;0520-0100;1234567;G;BBC Radio 4;E;G;Dartford Tunnel;1;;
198;0100-0520;1234567;G;BBC WS;E;G;Dartford Tunnel;1;;
209;0700-1400;irr;MNG;Mongolian National Radio;MO;As;Chotbalsan/Dalanzadgad/Ulgii;1;;[1022]
209;2200-1500;1234567;MNG;Mongoliin Radio 1;MO;FE;Dalanzadgad;1;;
209;2200-1500;1234567;MNG;Mongoliin Radio 1;MO;FE;Choibalsan;1;;
209;2200-1500;1234567;MNG;Mongoliin Radio 1;MO;FE;Ulgii/Ölgii;1;;
225;0440-0450;Mo-Sa;POL;Polskie Radio;BY;EEu;;1;;
225;0707-0708;Mo-Fr;POL;Polskie Radio;E;EEu;;1;2706;3108[0622]
225;0708-0709;Mo-Fr;POL;Polskie Radio;D;EEu;;1;2706;3108[0622]
225;0709-0711;Mo-Fr;POL;Polskie Radio;UK;EEu;;1;2706;3108
225;0807-0808;Mo-Fr;POL;Polskie Radio;E;EEu;;1;2706;3108
225;0808-0809;Mo-Fr;POL;Polskie Radio;D;EEu;;1;2706;3108
225;0809-0811;Mo-Fr;POL;Polskie Radio;UK;EEu;;1;2706;3108
225;0907-0908;Mo-Fr;POL;Polskie Radio;E;EEu;;1;2706;3108[0622]
225;0908-0909;Mo-Fr;POL;Polskie Radio;D;EEu;;1;2706;3108
225;0909-0911;Mo-Fr;POL;Polskie Radio;UK;EEu;;1;2706;3108
225;0906-0916;;POL;Polskie Radio;UK;EEu;;1;;
225;1010-1020;Su;POL;Polskie Radio;BY;EEu;;1;;
225;1020-1030;Mo-Sa;POL;Polskie Radio;BY;EEu;;1;;
225;1306-1316;;POL;Polskie Radio;UK;EEu;;1;;
225;1606-1616;;POL;Polskie Radio;UK;EEu;;1;;
225;1905-1915;Su;POL;Polskie Radio;BY;EEu;;1;;
225;2020-2030;;POL;Polskie Radio;BY;EEu;;1;;
227;0700-1400;irr;MNG;Mongolian National Radio;MO;As;Altalii;1;;[1022]
227;2200-1500;1234567;MNG;Mongoliin Radio 1;MO;FE;Altaii/Altay;1;;
243;0342-0405;;DNK;Danmarks Radio;DA;NEu;k;2;;
243;0557-0705;;DNK;Danmarks Radio;DA;NEu;k;2;;[0123]
243;0942-1015;;DNK;Danmarks Radio;DA;NEu;k;2;;[0123]
243;1542-1620;;DNK;Danmarks Radio;DA;NEu;k;2;;[1122]
252;0000-2400;1234567;ALG;Alger Chaine 3;A;NAf;Tipaza;1;;
279;2300-2200;irr;TKM;TR1 Turkmen Radio;TK;CAS;Aşgabat/Karatamak;1;;
530;1100-0600;1234567;CAN;CIAO AM530;;CAN;Brampton, ON;1;;
530;0000-2400;1234567;CAN;Radio Enciclopedia;S;CAN;Villa María-c;1;;
530;0000-2400;1234567;CUB;Radio Rebelde;S;CUB;Guantánamo/CTOM3;1;;
530;0000-2400;1234567;CAN;CHLO AM350 (HD Radio);E;CAN;Brampton, ON;1;;
530;0000-2400;1234567;ARG;Somos Radio 530 AM;S;ARG;Buenos Aires-d;1;;
530;0000-2400;1234567;ARG;Radio Madre;S;ARG;San Justo/Ituzaingó-a;1;;
530;0000-2400;1234567;FLK;Falkland Islands Radio Service;S;FLK;Port Stanley;1;;
531;1100-1103;Sa-Th;ALG;R.Algiers Int.;E;NAf;fk;1;;
531;1130-1133;Sa-Th;ALG;R.Algiers Int.;S;NAf;fk;1;;
531;1315-1317;;ALG;R.Algiers Int.;E;NAf;fk;1;;
531;1330-1345;;ALG;R.Algiers Int.;E;NAf;fk;1;;
531;1345-1430;;ALG;R.Algiers Int.;S;NAf;fk;1;;
531;1900-2300;;ALG;R.Algiers Int.;A,F;NAf;fk;1;;
531;1930-1940;;ALG;R.Algiers Int.;E;NAf;fk;1;;
531;1941-2000;;ALG;R.Algiers Int.;S;NAf;fk;1;;
531;2300-1900;;ALG;R.Algiers Int.;A,F;NAf;fk;1;;[0222]
531;0000-2400;1234567;ARS;SBA Al-Quran al-Karim;A;ME;Bisha/Qalat Bishah;1;;
531;0000-2400;1234567;BOT;Radio Botswana 1;E;BOT;Maun;1;;
531;0625-0630;12345;E;RNE Galicia;S;E;Pontevedra/Finca Marín;1;;
531;0630-0650;12345;E;RNE Radio Nacional;S;E;Pontevedra/Finca Marín;1;;
531;0650-0700;12345;E;RNE Galicia;S;E;Pontevedra/Finca Marín;1;;
531;0700-0800;12345;E;RNE Galicia;S;E;Pontevedra/Finca Marín;1;;
531;0800-0815;12345;E;RNE Galicia;S;E;Pontevedra/Finca Marín;1;;
531;0815-1208;12345;E;RNE Galicia;S;E;Pontevedra/Finca Marín;1;;
531;0815-1230;67;E;RNE Galicia;S;E;Pontevedra/Finca Marín;1;;
531;1208-1300;12345;E;RNE Galicia;S;E;Pontevedra/Finca Marín;1;;
531;1230-1300;67;E;RNE Galicia;S;E;Pontevedra/Finca Marín;1;;
531;1300-1400;12345;E;RNE Galicia;S;E;Pontevedra/Finca Marín;1;;
531;1300-2300;67;E;RNE Galicia;S;E;Pontevedra/Finca Marín;1;;
531;1400-1415;12345;E;RNE Radio Nacional;S;E;Pontevedra/Finca Marín;1;;
531;1415-2300;12345;E;RNE Radio Nacional;S;E;Pontevedra/Finca Marín;1;;
531;2300-0625;12347;E;RNE Radio Nacional;S;E;Pontevedra/Finca Marín;1;;
531;2300-0800;56;E;RNE Radio Nacional;S;E;Pontevedra/Finca Marín;1;;
531;0000-2400;1234567;E;RNE Radio 5;S;E;Oviedo/El Naranco;1;;
531;0000-2400;1234567;E;RNE Radio 5;S;E;Pamplona/Berrioplano;1;;
531;0000-2400;1234567;E;RNE Radio 5;S;E;Córdoba/La Soledad;1;;
531;0000-2400;1234567;FRO;Kringvarp Føroya;FA;FRO;Akraberg;1;;
531;0350-2000;1234567;ROU;Antena Satelor;RO;ROU;Urziceni;1;;
531;0000-2400;1234567;ROU;Radio România Actualități;RO;ROU;Petroșani/Aninoasa;1;;
531;0000-2400;1234567;NZL;1XPI Radio 531 PI;E;Oc;Auckland/Henderson;1;;
531;0000-2400;1234567;AUS;2PM Radio 531;E;AUS;Kempsey;1;;
531;0000-2400;1234567;AUS;3GG;E;AUS;Warragul;1;;
531;0000-2400;1234567;NZL;4XA More FM;E;Oc;Alexandra;1;;
531;0000-2400;1234567;AUS;6DL ABC Midwest & Wheatbelt;E;AUS;Dalwallinu;1;;
531;2200-2400;12347;TWN;BCC Country Network;M;FE;New Taipei City/Panchiao;1;;
531;2000-2200;1234567;TWN;BCC Hakka Channel;HK,M;FE;New Taipei City/Panchiao;1;;
531;0000-2400;1234567;PHL;DZBR-AM Bible Radio;FP;SEA;Batangas City/Capitol Hills;1;;
531;0000-2400;1234567;J;JOQG NHK Radio 1;J;FE;Morioka;1;;
531;0000-2400;1234567;J;NHK Radio 1 Matsuyama;J;FE;Niihama;1;;
531;0000-2400;1234567;J;NHK Radio 1 Okinawa;J;FE;Nago;1;;
531;0000-2400;1234567;J;NHK Radio 1 Saga;J;FE;Imari;1;;
531;0000-2400;1234567;AUS;Radio 4KZ;E;AUS;Innisfail;1;;
531;0000-2400;1234567;AUS;Radio Italiana 531;I;AUS;Adelaide/Wingfield;1;;
531;2200-1600;1234567;THA;Sor. Wor. Thor. (Radio Thailand);T;SEA;Mahasarakham;1;;
531;0000-2400;1234567;CHN;Voice of Zhejiang;M;CHN;Taishun;1;;
531;0000-2400;1234567;CHN;Voice of Zhejiang;M;CHN;Yunhe;1;;
531;0000-2400;1234567;CHN;Voice of Zhejiang;M;CHN;Quzhou;1;;
531;0000-2400;1234567;CHN;Voice of Zhejiang;M;CHN;Jinhua;1;;
531;0000-2400;1234567;CHN;Voice of Zhejiang;M;CHN;Kaihua/Huanbiwu;1;;
531;0000-2400;1234567;CHN;Voice of Zhejiang;M;CHN;Xinchang/Fangtang;1;;
531;0000-2400;1234567;IND;AIR North;;SAS;Jodhpur A;1;;
540;0000-2400;1234567;CAN;CBK CBC Radio One;E;CAN;Watrous, SK;1;;
540;0000-2400;1234567;CAN;CBKO CBC Radio One;E;CAN;Coal Harbour, BC;1;;
540;0000-2400;1234567;CAN;CBYW CBC Radio One;E;CAN;Wells, BC;1;;
540;0000-2400;1234567;CUB;Radio Rebelde;S;CUB;Maisí;1;;
540;0900-0400;1234567;DOM;Radio ABC;S;DOM;Santo Domingo-a;1;;
540;0000-2400;1234567;MEX;XEWA Los 40;S;MEX;San Luis Potosí;1;;
540;0000-2400;1234567;MEX;XESURF Radio Zion;S;MEX;Tijuana;1;;
540;1100-0600;1234567;MEX;XEWF La Bestia Grupera;S;MEX;Tlalmanalco;1;;
540;0000-2400;1234567;MEX;XEHS La Mejor;S;MEX;Los Mochis;1;;
540;1100-0700;1234567;MEX;XEMIT Radio IMER;S;MEX;Comitán de Domínguez;1;;
540;0000-2400;1234567;MEX;XETX La Ranchera de Paquimé;S;MEX;Nuevo Casas Grandes;1;;
540;0000-2400;1234567;MEX;XEWA Los 40 Monterrey;S;MEX;Monterrey;1;;
540;0900-0600;1234567;NCG;YNOW Radio Corporación;S;NCG;Managua/Tipitata;1;;
540;0000-2400;1234567;SLV;YSHV La Estación de la Palabra;S;SLV;San Salvador;1;;
540;0000-2400;1234567;USA;WFLF NewsRadio 93.1 WFLA;E;USA;Pine Hills, FL;1;;
540;0000-2400;1234567;USA;KRXA ESNE Radio;S;USA;Carmel Valley, CA;1;;
540;0000-2400;1234567;USA;WBWD Bolly 540 AM;E;USA;Islip, NY;1;;
540;0000-2400;1234567;USA;KNMX K New Mexico;S;USA;Las Vegas, NM;1;;
540;0000-2400;1234567;USA;AM 540 KWMT;E;USA;Fort Dodge, IA;1;;
540;0000-2400;1234567;USA;540 WRGC, The River;E;USA;Sylva, NC;1;;
540;0000-2400;1234567;USA;WWCS Yahoo! Sports Radio 540;E;USA;Canonsburg, PA;1;;
540;0000-2400;1234567;USA;KMLB News Talk 105.7FM & 540AM;E;USA;Monroe, LA;1;;
540;0000-2400;1234567;USA;Newsradio 540 WDAK;E;USA;Columbus, GA;1;;
540;0000-2400;1234567;USA;WETC Divine Mercy Radio;E;USA;Wendell-Zebulon, NC;1;;
540;0000-2400;1234567;USA;WKFN ESPN Clarksville The Fan;E;USA;Clarksville, TN;1;;
540;0000-2400;1234567;USA;KVIP Radio;E;USA;Redding, CA;1;;
540;0000-2400;1234567;USA;WASG 540 AM;E;USA;Daphne, AL;1;;
540;0000-2400;1234567;USA;KDFT La Nueva Poderosa 540-AM;S;USA;Ferris, TX;1;;
540;0000-2400;1234567;USA;KYAH 540 AM;E;USA;Delta, UT;1;;
540;0000-2400;1234567;USA;WGTH The Sheep;E;USA;Richlands, VA;1;;
540;0000-2400;1234567;USA;WAUK Talk 94.5 FM 540 AM;E;USA;Jackson, WI;1;;
540;0000-2400;1234567;USA;WXYG Album Rock 540 The Goat;E;USA;Sauk Rapids, MN;1;;
540;0000-2400;1234567;USA;WYNN Glory 540 AM;E;USA;Florence, SC;1;;
540;0000-2400;1234567;E;Onda Cero Cataluña;S;E;Barcelona/EAJ15;1;;
540;0323-2130;12345;HNG;MR1 Kossuth Rádió;HU;HNG;Solt;1;;
540;0353-2130;67;HNG;MR1 Kossuth Rádió;HU;HNG;Solt;1;;
540;0000-2400;1234567;I;Radio Città del Capo;I;I;Torino/Torre Bert, TO;1;;
540;0000-2400;1234567;I;Radio Luce;I;I;Ancona, AN;1;;
540;0000-2400;1234567;KWT;Radio Kuwait;A;NAf;Kabd/Sulaibiyah;1;;
540;0000-2400;1234567;MRC;SNRT Al Idaâ Al-Watania Marrakech;A;NAf;Sidi Bennour;1;;
540;0253-2200;1234567;MWI;MBC Radio 1;;MWI;Mangochi;1;;
540;0430-2315;1234567;NIG;Rima Radio;;NIG;Sokoto;1;;
540;0300-2100;1234567;SDN;SRTC Idhaat Welayat Janub Darfur;A;SDN;Nyala;1;;
540;0000-2400;1234567;B;ZYJ924 Rádio Jornal AM;P;B;Aracajú;1;;
540;0000-2400;1234567;B;ZYH481 Rádio Regional de Irecê;P;B;Irecê-a;1;;
540;0000-2400;1234567;PRU;Radio Inca Sat;S;PRU;Lima-f;1;;
540;0000-2400;1234567;PRU;Radio Líder;S;PRU;Puno-g;1;;
540;0000-2400;1234567;B;Rádio Riviera;P;B;Goiânia-a;1;;
540;0000-2400;1234567;B;ZYL331 Rádio Ipanema;P;B;Ipanema;1;;
540;1100-0600;1234567;EQA;Radio Santiago;S;EQA;Guayaquil-c;1;;
540;0000-2400;1234567;B;ZYK697 Rádio Nova Brasil;P;B;Birigui-b;1;;
540;1000-0400;1234567;ARG;LRA25 Radio Nacional;S;ARG;Tartagal-a;1;;
540;0000-2400;1234567;B;Feliz FM;P;B;Niterói;1;;
540;0000-2400;1234567;B;Rádio Wolf;P;B;Sumaré-a;1;;
540;0000-2400;1234567;B;ZYJ322 Rádio Nova Era;P;B;Borrazópolis;1;;
540;0000-2400;1234567;B;Rádio Mirador;P;B;Rio do Sul-a;1;;
540;0000-2400;1234567;B;Rádio Sepé;P;B;Santo Ângelo-a;1;;
540;0000-2400;1234567;B;ZYK226 Rádio Real;P;B;Canoas;1;;
540;0700-0300;1234567;ARG;Radio Nacional Santa Fe;S;ARG;Santa Fe-a;1;;
540;1100-0400;1234567;CHL;CB54 Radio Serrano;S;CHL;Melipilla;1;;
540;0000-2400;1234567;ARG;Radio Pasión;S;ARG;Buenos Aires-d;1;;
540;1000-0400;1234567;CHL;CD54 Radio Calle Saval;S;CHL;Valdivia-a;1;;
540;0000-2400;1234567;B;ZYH610 Rádio Jornal;P;B;Canindé-b;1;;
540;0000-2400;1234567;ARG;LU17 Radio Golfo Nuevo;S;ARG;Puerto Madryn;1;;
540;0000-2400;1234567;CLM;Radio Auténtica Bogotá;S;CLM;Bogotá D. C.-c;1;;
540;0000-2400;1234567;NZL;1XC NZs Rhema;E;Oc;Tauranga/Maketu;1;;
540;1700-1000;123456;SMO;2AP SBC Radio 1;E,SM;Oc;Apia/Mulinu'u;1;;
540;2000-1000;7;SMO;2AP SBC Radio 1;E,SM;Oc;Apia/Mulinu'u;1;;
540;0000-2400;1234567;NZL;2XV NZ's Rhema;E;Oc;New Plymouth/Kaimata;1;;
540;0000-2400;1234567;AUS;4QL ABC Western Queensland;E;AUS;Longreach;1;;
540;0000-2400;1234567;AUS;7SD Radio 7SD;E;AUS;Scottsdale;1;;
540;0025-0445;1234567;IND;AIR East DRM;E,HI;SAS;Ranchi A;1;;
540;0630-1000;1234567;IND;AIR East DRM;E,HI;SAS;Ranchi A;1;;
540;0630-1741;7;IND;AIR East DRM;E,HI;SAS;Ranchi A;1;;
540;1100-1741;123456;IND;AIR East DRM;E,HI;SAS;Ranchi A;1;;
540;0000-2400;134567;CHN;CNR 1;M;FE;Da Qaidam/QHTS917;1;;
540;1200-1805;134567;CHN;CNR 1;M;FE;Hefei/Sanshitou;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Dabu;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Maguan;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Malipo;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Xingyi/GZTS718;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Tengchong;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Qujing/YNTS691;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Changle/FJTS303;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Anshun/GZTS859;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Guiyang/GZTS501;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Ji'an/JXTS802;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Zhaotong/YNTS697;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Zunyi/GZTS691;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Yulong/YNTS704;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Wenzhou;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Changsha/HNTS203;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Suichang;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Huangshan/Tunxi;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Ningbo;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Xuancheng/Wuligang;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Shanghai/SHTS806;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Chongyang;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Fuyang;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Xianyang/SATS3;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Linyi;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Jining;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Pingliang;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Linxia/Luojiabao;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Changzhi/Nanzhuang;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Linfen;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Baiyin;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Weifang;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Changle/Gushanmiaocun;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Xinzhou;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Zhuanghe;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Dandong/LNTS311;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Yingkou/LNTS314;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Kuandian;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Shenyang/LNTS033;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Fushun/LNTS205;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Muling/HLTS917;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Hulin/HLTS923;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Qitaihe;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Jiamusi;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Fujin/HLTS916;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Bei'an/HLTS918;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Fuyuan/Tongjiang Xiang;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Jagdaqi;1;;
540;2025-1805;134567;CHN;CNR 1;M;FE;Mohe;1;;
540;2025-2400;134567;CHN;CNR 1;M;FE;Hefei/Sanshitou;1;;
540;2155-1605;134567;CHN;CNR 11;;FE;Nyalam/Nielamu;1;;
540;2155-1605;134567;CHN;CNR 11;;FE;Gyangzê/Jiangzi;1;;
540;2100-1400;1234567;PHL;DXGH-AM;E,TAG;SEA;General Santos City;1;;
540;2200-1200;1234567;PHL;DYRB-AM Radio Baticoss;CEB,TAG;SEA;Cebu City/Mambaling;1;;
540;2100-1400;1234567;PHL;DZWT-AM Radyo Totoo;ILC,TAG;SEA;Baguio City/Mount Beckel;1;;
540;0000-2400;1234567;KOR;HLSM KBS 1 Radio;K;FE;Jangheung;1;;
540;0000-2400;1234567;J;JOJG NHK Radio 1;J;FE;Yamagata;1;;
540;0000-2400;1234567;J;JOMG NHK Radio 1;J;FE;Miyazaki;1;;
540;0000-2400;1234567;J;JOSG NHK Radio 1 Nagano;J;FE;Matsumoto;1;;
540;0000-2400;1234567;J;JOSK NHK Radio 1;J;FE;Kitakyushu;1;;
540;0000-2400;1234567;J;NHK Radio 1 Kanazawa;J;FE;Nanao;1;;
540;0000-2400;1234567;J;NHK Radio 1 Okinawa;J;FE;Ishigaki;1;;
540;0000-2400;1234567;NZL;NZ's Rhema;E;Oc;Christchurch-a;1;;
540;2200-1700;1234567;INS;RRI Pro-4;A,IN;SEA;Bandung/Gede Bage;1;;
540;0000-2400;1234567;THA;Yan Kraw ha-si-sun 540;T;SEA;Bangkok/Samsen Road;1;;
549;0000-0900;;CHN;CNR5 Cross-Strait Radio;M;TWN;pt;1;;
549;0900-1000;;CHN;CNR5 Cross-Strait Radio;M;TWN;pt;1;;
549;1000-1705;;CHN;CNR5 Cross-Strait Radio;M;TWN;pt;1;;
549;2055-2300;;CHN;CNR5 Cross-Strait Radio;M;TWN;pt;1;;
549;2300-2400;;CHN;CNR5 Cross-Strait Radio;M;TWN;pt;1;;
549;0800-0930;Tests;RUS;Radio Rossii;R;EEu;k;1;;
549;0100-0300;;VTN;Voice of Vietnam 2;VN;VTN;;1;;
549;0300-0600;;VTN;Voice of Vietnam 2;VN;VTN;;1;;
549;0600-1100;;VTN;Voice of Vietnam 2;VN;VTN;;1;;
549;1100-1500;;VTN;Voice of Vietnam 2;VN;VTN;;1;;[0420]
549;1500-1700;;VTN;Voice of Vietnam 2;VN;VTN;;1;;
549;2145-0100;;VTN;Voice of Vietnam 2;VN;VTN;;1;;
549;0000-2400;1234567;ALG;Jil FM;A;ME;Sidi Hamadouche;1;;
