kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60
4055;0620-1000;1Jan;GTM;Radio Verdad;E;CAm;;1;112;0101[0119]
4055;1021-1130;Mo-Sa;GTM;Radio Verdad;E,S;CAm;;1;;[0119]
4055;1130-0300;;GTM;Radio Verdad;S;CAm;;1;;[0219]
4055;0216-0245;Sa;USA;Frecuencia al Dia;S;CAm;/GTM;1;;[0316]
4059;2100-2110;Sa;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;103;3004
4059;2100-2110;Sa;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;109;3110[1016]
4066.1;1130-1140;;FLK;Falkland Fisheries Dept;E;FLK;;1;;
4080;0100-0200;Tests;CHL;RCW Compania Worldwide;S;CHL;;6;1501;1501
4084;0000-2400;;UZB;Channel Marker V;-CW;CAs;;1;;[0516]
4125;0300-0320;;ALS;KCB53 NWS Barrow;E;ALS;ba;5;;
4125;1430-1450;;ALS;KCB53 NWS Barrow;E;ALS;ba;5;;
4125;0630-0650;;ALS;KCI94 NWS Nome;E;ALS;no;2;;
4125;2030-2050;;ALS;KCI94 NWS Nome;E;ALS;no;2;;
4125;0530-0550;;ALS;KCI95 NWS Cold Bay;E;ALS;cb;2;;
4125;1930-1950;;ALS;KCI95 NWS Cold Bay;E;ALS;cb;2;;
4125;0130-0150;;ALS;KCI98 NWS King Salmon;E;ALS;ks;2;;
4125;1830-1850;;ALS;KCI98 NWS King Salmon;E;ALS;ks;2;;
4125;0040-0100;;ALS;KDG58 NWS Annette;E;ALS;an;4;;
4125;1600-1620;;ALS;KDG58 NWS Annette;E;ALS;an;2;;
4125;2340-2400;;ALS;KDG58 NWS Annette;E;ALS;an;5;;
4125;0400-0420;;ALS;KWL38 NWS Kodiak;E;ALS;k;2;;
4125;1700-1720;;ALS;KWL38 NWS Kodiak;E;ALS;k;2;;
4125;0000-2400;;HKG;VRC Marine Rescue Radio;E;FE;m;1;;
4146;0345-0400;;AUS;VMT Hobart Radio Wx;E;Tas;;1;;
4146;0903-0918;;AUS;VMT Hobart Radio Wx;E;Tas;;1;;
4146;2145-2200;;AUS;VMT Hobart Radio Wx;E;Tas;;1;;
4146;2303-2318;;AUS;VMT Hobart Radio Wx;E;Tas;;1;;
4146;0003-0035;;NZL;ZLM Taupo Maritime R.;E;Oc;t;5;;
4146;0033-0105;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
4146;0433-0505;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
4146;0703-0735;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
4146;1233-1305;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;[1117]
4146;1633-1705;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
4146;1903-1935;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
4146;2303-2335;;NZL;ZLM Taupo Maritime R.;E;Oc;t;4;;
4146;0600-0610;;URG;CWC30 La Paloma Radio;S;URG;lp;1;;
4146;1200-1210;;URG;CWC30 La Paloma Radio;S;URG;lp;1;;
4146;1900-1910;;URG;CWC30 La Paloma Radio;S;URG;lp;1;;
4146;0103-0113;;URG;CWC39 Montevideo Radio;S;URG;tr;1;;
4146;1133-1143;;URG;CWC39 Montevideo Radio;S;URG;tr;1;;
4146;1903-1913;;URG;CWC39 Montevideo Radio;S;URG;tr;1;;
4149;0310-0320;;ARG;L2T Mar del Plata Radio;S;ARG;mp;1;;
4149;1610-1620;;ARG;L2T Mar del Plata Radio;S;ARG;mp;1;;
4149;1740-1750;;ARG;L2W Comodoro Rivadavia;S,E;ARG;cr;1;;
4149;2300-1000;;AUS;VMW Wiluna WA;E;AUS;w;1;;
4150;0000-2400;;UZB;Channel Marker V;-CW;CAs;;1;;[0418]
4163.3;0000-2400;;G;Forest Moor STANAG;;WEu;ic;1;;[1116]
4209.5;0000-2400;;TUR;TAH Turk Radio Istanbul;-CW;ME;is;1;;[0618]
4210;1000-1010;;ARG;L2C Buenos Aires Radio;S;SAm;g;1;;
4210;1900-1910;;ARG;L2C Buenos Aires Radio;S;SAm;g;1;;
4212;0000-2400;;CHN;XSQ Guangzhou R.;-CW;FE;gx;1;;[1116]
4212.5;0000-0010;;CHN;XSV Tianjin Radio Telex;M;FE;tj;1;;
4212.5;1800-1810;;CHN;XSV Tianjin Radio Telex;M;FE;tj;1;;
4212.5;2100-2110;;CHN;XSV Tianjin Radio Telex;M;FE;tj;1;;
4215.5;1250-1300;;CHN;XSG Shanghai R. Telex;M;FE;sh;1;;
4215.5;1350-1400;;CHN;XSG Shanghai R. Telex;M;FE;sh;1;;
4215.5;1450-1500;;CHN;XSG Shanghai R. Telex;M;FE;sh;1;;
4216;0000-2400;;TUR;TAH Turk Radio Istanbul;-CW;ME;is;1;;[1016]
4219;0120-0130;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
4219;0320-0330;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
4219;0720-0730;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
4219;0920-0930;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
4219;1320-1330;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
4219;1520-1530;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
4219;2220-2230;;CHN;XSQ Guangzhou R. Telex;M;FE;gx;1;;
4225.7;0000-2400;;I;IDR Ny Roma STANAG;;SEu;;1;;[1116]
4228;0050-0105;;CHL;CBV Valparaiso;-TS;SAm;v;1;;
4228;1115-1145;;CHL;CBV Valparaiso Met Fax;;SAm;v;1;;
4228;1630-1700;;CHL;CBV Valparaiso Met Fax;;SAm;v;1;;
4228;1915-2000;;CHL;CBV Valparaiso Met Fax;;SAm;v;1;;
4228;2200-2245;;CHL;CBV Valparaiso Met Fax;;SAm;v;1;;
4228;2310-2340;;CHL;CBV Valparaiso Met Fax;;SAm;v;1;;
4228.2;0000-2400;;HOL;PBB Ny DenHelder STANAG;;WEu;cg;1;;[1116]
4235;0230-0505;;USA;NMF Fax Boston MA;;ENA;bo;1;;[1118]
4235;0745-1040;;USA;NMF Fax Boston MA;;ENA;bo;1;;
4243;0600-1600;;CHN;V26 Numbers Station USB;M;FE;xx;1;;
4247;1800-2400;Sa;USA;KPH Point Reyes, CA;-CW;WNA;pr;2;;
4250.5;0000-2400;;SUI;HEB Bern Radio;-CW;Eu;be;1;;[1016]
4259;1030-1040;;CHN;XSG Shanghai Radio;M;FE;sh;1;;
4259;1230-1240;;CHN;XSG Shanghai Radio;M;FE;sh;1;;
4259;1430-1440;;CHN;XSG Shanghai Radio;M;FE;sh;1;;
4259;1630-1640;;CHN;XSG Shanghai Radio;M;FE;sh;1;;
4259;1830-1840;;CHN;XSG Shanghai Radio;M;FE;sh;1;;
4259;2030-2040;;CHN;XSG Shanghai Radio;M;FE;sh;1;;
4266;0230-0245;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;
4266;0318-0330;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;[0618]
4266;0400-0415;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;
4266;0600-0615;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;
4266;1430-1445;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;
4266;1845-1900;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;
4266;2130-2145;;B;PWZ33 Rio d.J.Naval Wx;P;B;rw;1;;
4271;0001-2321;;CAN;CFH Halifax Meteo Fax;;ENA;hx;1;;
4271;0000-2400;;NCL;FUJ Noumea STANAG;F;Oc;;1;;[0417]
4280;0200-0300;;RUS;Pechora River Ship call;R;EEu;pu;1;;
4280;0500-0600;;RUS;Pechora River Ship call;R;EEu;pu;1;;
4280;0630-0700;;RUS;Pechora River Nav Wx;R;EEu;pu;1;;
4280;1000-1030;;RUS;Pechora River Nav Wx;R;EEu;pu;1;;
4280;1300-1400;;RUS;Pechora River Ship call;R;EEu;pu;1;;
4280;1700-1730;;RUS;Pechora River Nav Wx;R;EEu;pu;1;;
4280;1700-1800;;RUS;Pechora River Ship call;R;EEu;pu;1;;
4280;1900-0200;;RUS;Pechora River Ship call;R;EEu;pu;1;;
4283;0600-1600;;CHN;V26 Numbers Station;M;FE;xx;1;;
4283;1800-0600;;CHN;XSV Tianjin Radio (x00);M;FE;tj;1;;
4292;0600-0630;;CAN;VFF Iqaluit Meteo Fax;E;NAm;in;1;1005;3110
4292;0700-0730;;CAN;VFF Iqaluit Meteo Fax;E;NAm;in;1;1005;3110
4292;2100-2130;;CAN;VFF Iqaluit Meteo Fax;E;NAm;in;1;1005;3110
4292;2200-2230;;CAN;VFF Iqaluit Meteo Fax;E;NAm;in;1;1005;3110
4295;0000-2400;;F;FUE Brest STANAG;F;Eu;;1;;[1018]
4298;0340-0610;;ALS;NOJ Fax Kodiak;;WNA;k;1;;
4298;0950-1210;;ALS;NOJ Fax Kodiak;;WNA;k;1;;
4298;1540-1810;;ALS;NOJ Fax Kodiak;;WNA;k;1;;
4298;2150-0030;;ALS;NOJ Fax Kodiak;;WNA;k;1;;
4305;0000-2400;;CHN;XSZ Dalian Radio (x05);M;FE;da;1;;
4316;0000-0300;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;[0618]
4316;0430-0450;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
4316;0540-0800;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
4316;1100-1200;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
4316;1335-1530;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
4316;1645-2000;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
4316;2215-2245;;J;JJC Kyodo News Agcy Fax;;FE;ky;1;;
4316;0330-0405;;USA;NMG USCG New Orleans;E;NAm;nm;1;;[1218]
4316;0515-0550;;USA;NMG USCG New Orleans;E;NAm;nm;1;;[0814]
4316;0930-1005;;USA;NMG USCG New Orleans;E;NAm;nm;1;;
4316;1115-1150;;USA;NMG USCG New Orleans;E;NAm;nm;1;;
4316;1530-1605;;USA;NMG USCG New Orleans;E;NAm;nm;1;;
4316;1715-1750;;USA;NMG USCG New Orleans;E;NAm;nm;1;;
4316;2130-2205;;USA;NMG USCG New Orleans;E;NAm;nm;1;;
4316;2315-2350;;USA;NMG USCG New Orleans;E;NAm;nm;1;;[0914]
4317.9;0000-0305;;USA;NMG Fax New Orleans;;Car;nm;1;;
4317.9;0600-0855;;USA;NMG Fax New Orleans;;Car;nm;1;;
4317.9;1200-1505;;USA;NMG Fax New Orleans;;Car;nm;1;;
4317.9;1800-2105;;USA;NMG Fax New Orleans;;Car;nm;1;;
4322;0350-0420;;CHL;CBM Magallanes Fax;S;CHL;pa;1;;
4322;1550-1635;;CHL;CBM Magallanes Fax;S;CHL;pa;1;;
4322;1730-1800;;CHL;CBM Magallanes Fax;S;CHL;pa;1;;
4322;2005-2035;;CHL;CBM Magallanes Fax;S;CHL;pa;1;;
4322;2240-2325;;CHL;CBM Magallanes Fax;S;CHL;pa;1;;
4326;0000-2400;;RUS;Channel Marker R;-CW;RUS;iz;1;;[0415]
4331;0000-2400;;ISR;4XZ Israeli Navy Haifa;-CW;;;1;;[1218]
4346;0140-0415;;USA;NMC Fax Pt Reyes CA;;WNA;pr;1;;
4346;0655-1015;;USA;NMC Fax Pt Reyes CA;;WNA;pr;1;;[0918]
4346;1120-1230;;USA;NMC Fax Pt Reyes CA;;WNA;pr;1;;[0918]
4346;1400-1615;;USA;NMC Fax Pt Reyes CA;;WNA;pr;1;;
4351;0900-1600;;CHN;XSZ Dalian Radio (x40);M;FE;da;1;;
4357;1235-1245;;CHL;CBV Valparaiso Radio;S;CHL;;1;;
4357;2335-2345;;CHL;CBV Valparaiso Radio;S;CHL;;1;;
4357;0905-0915;;NMB;V5W Walvis Bay Radio;E;NMB;wb;1;;
4357;0935-0945;;NMB;V5W Walvis Bay Radio;E;NMB;wb;1;;
4357;1235-1245;;NMB;V5W Walvis Bay Radio;E;NMB;wb;1;;
4357;1605-1615;;NMB;V5W Walvis Bay Radio;E;NMB;wb;1;;
4357;1635-1645;;NMB;V5W Walvis Bay Radio;E;NMB;wb;1;;
4357;1203-1218;;NOR;Telenor Maritim Radio;;NEu;ly;1;;
4357;2303-2318;;NOR;Telenor Maritim Radio;;NEu;ly;1;;
4357.4;0003-0013;;URG;Punta Carretas Radio Wx;S;URG;pc;1;;
4357.4;1403-1413;;URG;Punta Carretas Radio Wx;S;URG;pc;1;;
4357.4;2103-2113;;URG;Punta Carretas Radio Wx;S;URG;pc;1;;
4363;0115-0200;;CAN;VFF Iqaluit Radio;E;NAm;hr;1;1005;3110
4363;0235-0300;;CAN;VFF Iqaluit Radio;E;NAm;cb;1;107;1010
4363;1240-1300;;CAN;VFF Iqaluit Radio;E;ENA;r;1;1007;3110
4363;1315-1400;;CAN;VFF Iqaluit Radio;E;ENA;hr;1;1005;3110
4363;1410-1430;;CAN;VFF Iqaluit Radio;E;ENA;i;1;1005;3112
4363;1435-1500;;CAN;VFF Iqaluit Radio;E;NAm;cb;1;107;1010
4363;1705-1745;;CAN;VFF Iqaluit Radio;E;ENA;cb;1;107;1010
4363;1705-1745;;CAN;VFF Iqaluit Radio;E;ENA;i;1;1005;3112
4363;1705-1745;;CAN;VFF Iqaluit Radio;E;ENA;r;1;1007;3110
4363;2235-2315;;CAN;VFF Iqaluit Radio;E;ENA;i;1;1005;3112
4363;2310-2350;;CAN;VFF Iqaluit Radio;E;ENA;r;1;1007;3110
4363;0830-0900;;MCO;3AC Radio Monaco;F,E;SEu;/F-ma;2;;
4363;0930-0940;;MCO;3AC Radio Monaco;F,E;NAO;/F-ma;1;;
4363;1303-1330;;MCO;3AC Radio Monaco;F,E;SEu;/F-ma;2;;
4363;1830-1900;;MCO;3AC Radio Monaco;F,E;SEu;/F-ma;2;;
4372;0003-0013;;FJI;3DP Suva Radio;E;SOc;;5;;
4372;0303-0313;;FJI;3DP Suva Radio;E;SOc;;3;;
4372;0703-0713;;FJI;3DP Suva Radio;E;SOc;;3;;
4372;1903-1913;;FJI;3DP Suva Radio;E;SOc;;3;;
4372;2303-2313;;FJI;3DP Suva Radio;E;SOc;;4;;
4375;1015-1030;;AFS;ZSC Cape Town Radio;E;SAf;ct;1;;
4375;1333-1348;;AFS;ZSC Cape Town Radio;E;SAf;ct;1;;
4375;1800-1825;;AFS;ZSC Cape Town Radio;E;SAf;ct;1;;
4381;0005-0015;;GRL;OYR Aasiaat Radio;E;GRL;qe;4;;
4381;0035-0045;;GRL;OYR Aasiaat Radio;E;GRL;qe;1;;
4381;0335-0345;;GRL;OYR Aasiaat Radio;E;GRL;qe;1;;
4381;0635-0645;;GRL;OYR Aasiaat Radio;E;GRL;qe;1;;
4381;0905-0915;;GRL;OYR Aasiaat Radio;E;GRL;qe;2;;
4381;0935-0945;;GRL;OYR Aasiaat Radio;E;GRL;qe;1;;
4381;1235-1245;;GRL;OYR Aasiaat Radio;E;GRL;qe;1;;
4381;1405-1415;;GRL;OYR Aasiaat Radio;E;GRL;qe;2;;
4381;1535-1545;;GRL;OYR Aasiaat Radio;E;GRL;qe;1;;
4381;1805-1815;;GRL;OYR Aasiaat Radio;E;GRL;qe;5;;
4381;1835-1845;;GRL;OYR Aasiaat Radio;E;GRL;qe;1;;
4381;1905-1915;;GRL;OYR Aasiaat Radio;E;GRL;qe;4;;
4381;2135-2145;;GRL;OYR Aasiaat Radio;E;GRL;qe;1;;
4381;2305-2315;;GRL;OYR Aasiaat Radio;E;GRL;qe;5;;
4384;0100-0106;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;0200-0206;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;0300-0306;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;0400-0406;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;0500-0506;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;0600-0606;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;0700-0706;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;0900-0906;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;1100-1106;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;1300-1306;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;1500-1510;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;1910-1920;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;2010-2020;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;2110-2120;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4384;2210-2220;;CHN;XSQ Guangzhou Radio;M;FE;gx;1;;
4387;0000-2400;;TUR;TAH Turk Radio Istanbul;E;ME;is;1;;
4399;0020-0040;;CHN;XSV Tianjin Radio;M;FE;tj;1;;
4399;0220-0240;;CHN;XSV Tianjin Radio;M;FE;tj;1;;
4399;0420-0440;;CHN;XSV Tianjin Radio;M;FE;tj;1;;
4399;1820-1840;;CHN;XSV Tianjin Radio;M;FE;tj;1;;
4399;2020-2040;;CHN;XSV Tianjin Radio;M;FE;tj;1;;
4399;2220-2240;;CHN;XSV Tianjin Radio;M;FE;tj;1;;
4402;0115-0125;;MAU;3BB Mauritius Radio;E;MAU;;1;;
4402;0433-0443;;MAU;3BB Mauritius Radio;E;MAU;;1;;
4402;0730-0740;;MAU;3BB Mauritius Radio;E;MAU;;1;;
4402;1233-1243;;MAU;3BB Mauritius Radio;E;MAU;;1;;
4402;1315-1325;;MAU;3BB Mauritius Radio;E;MAU;;1;;
4402;1603-1613;;MAU;3BB Mauritius Radio;E;MAU;;1;;
4402;1930-1940;;MAU;3BB Mauritius Radio;E;MAU;;1;;
4405;1000-1015;;TUR;TAH Turk Radio Istanbul;E;ME;is;1;;
4405;1700-1730;;TUR;TAH Turk Radio Istanbul;E;ME;is;1;;[1116]
4405;1800-1830;;TUR;TAH Turk Radio Istanbul;E;ME;is;1;;[0117]
4405;0900-0930;;USA;KLB Seattle Radio;E;WNA;se;2;;
4405;1600-1630;;USA;KLB Seattle Radio;E;WNA;se;2;;
4405;2100-2130;;USA;KLB Seattle Radio;E;WNA;se;2;;
4409.8;0900-1100;;BOL;Radio Eco, Reyes;S;BOL;;1;;[0418]
4409.8;2200-0100;;BOL;Radio Eco, Reyes;S;BOL;;1;;[0618]
4411;1800-0600;;CHN;Haikou Radio (x20);M;FE;hk;1;;
4411;0830-0845;;F;Radio Vacation Peche;F;WEu;sg;2;;
4414;0000-2400;;TUR;TAH Turk Radio Istanbul;E;ME;is;1;;
4416;2200-2240;;CAN;VCO Sydney Meteo Fax;;ENA;sm;1;;[0217]
4416;2331-2400;;CAN;VCO Sydney Meteo Fax;;ENA;sm;1;;
4417;0000-2400;;I;Romaradio IAR;I;SEu;r;1;;
4420;2240-0640;;EST;Tallinn Radio;E;NEu;ta;1;;
4426;2100-0800;;AUS;VMC Charleville QL;E;AUS;c;1;;
4426;0430-0505;;USA;NMC USCG Point Reyes;E;NAm;pr;1;;
4426;1030-1105;;USA;NMC USCG Point Reyes;E;NAm;pr;1;;[0314]
4426;0330-0425;;USA;NMN USCG Chesapeake;E;NAm;ch;1;;[1017]
4426;0515-0550;;USA;NMN USCG Chesapeake;E;NAm;ch;1;;[0217]
4426;0930-1005;;USA;NMN USCG Chesapeake;E;NAm;ch;1;;[0217]
4441;0900-0910;Th,Sa;POL;E11 Polish Spy Numbers;E;;p;1;;[1114]
4441;1445-1455;We,Sa;POL;E11 Polish Spy Numbers;E;;p;1;111;2802[1114]
4450;0500-2300;;CLA;Voice of the People;K;KRE;/KOR-g;1;;[0219]
4450;0300-0700;;KRE;PBS Pyongyang Pansong;K;FE;k;1;;
4450;0700-1300;;KRE;PBS Pyongyang Pansong;K;FE;k;1;;
4450;1300-1800;;KRE;PBS Pyongyang Pansong;K;FE;k;1;;
4450;2100-0300;;KRE;PBS Pyongyang Pansong;K;FE;k;1;;
4451.1;2230-2400;;BOL;Radio Santa Ana;S;BOL;ay;1;;[0116]
4463;1300-1310;Th;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;111;2802[0117]
4478;1800-1810;Mo;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;111;2802[0217]
4481;0845-1100;;GRC;SVJ4 Athens Meteo Fax;;SEE;o;1;;
4482;1920-1930;We;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;103;3004[0414]
4482;1920-1930;We;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;109;3110[1014]
4496;1830-1840;Mo;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;111;2802[1215]
4500;1210-1800;;CHN;PBS Xinjiang;MO;CHN;uc;4;;[0319]
4500;2340-0330;;CHN;PBS Xinjiang;MO;CHN;uc;4;;[0319]
4505;1605-1615;Tu,Su;POL;E11 Polish Spy Numbers;E;;p;1;111;2802[0217]
4519;1830-1840;Th;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;111;2802[0217]
4525;0000-2400;;XUU;Channel Marker T;-CW;;;1;;[0118]
4526;1300-1310;Th;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;103;3004[0314]
4526;1300-1310;Th;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;109;3110[0914]
4527;1920-1930;We;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;111;2802[1214]
4535;0633-0648;;AUS;VMT Hobart Radio Wx;E;Tas;;1;;
4543;2110-2120;Th,Sa;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;111;2802[1114]
4557;0300-0700;;KRE;PBS Pyongyang Pansong;K;FE;k;1;;
4557;0700-1300;;KRE;PBS Pyongyang Pansong;K;FE;k;1;;
4557;1300-1800;;KRE;PBS Pyongyang Pansong;K;FE;k;1;;
4557;2100-0300;;KRE;PBS Pyongyang Pansong;K;FE;k;1;;
4557.7;0000-2400;;RUS;Channel Marker D;-CW;EEu;se;1;;[0417]
4557.8;0000-2400;;RUS;Channel Marker P;-CW;RUS;kl;1;;
4557.9;0000-2400;;RUS;Channel Marker S;-CW;RUS;sm;1;;[0417]
4558;0000-2400;;RUS;Channel Marker C;-CW;RUS;m;1;;
4558.1;0000-2400;;RUS;Channel Marker A;-CW;RUS;as;1;;[0318]
4558.2;0000-2400;;RUS;Channel Marker F;-CW;FE;vl;1;;
4558.3;0000-2400;;RUS;Channel Marker K;-CW;FE;as;1;;
4558.4;0000-2400;;RUS;Channel Marker M;-CW;FE;mg;1;;
4580;1230-1240;We;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;111;2802[1114]
4583;0000-2400;;D;DWD 1 Pinneberg RTTY;E;Eu;pi;1;;[1218]
4592;2020-2030;We;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;105;3108[0814]
4610;0600-2000;;G;GYA Northwood Meteo Fax;;WEu;nw;1;;[0718]
4610;2000-0600;;G;GYA Northwood Meteo Fax;;WEu;nw;1;;
4616;2030-2040;Sa;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;111;2802[1114]
4616;0040-0140;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
4616;0305-0550;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
4616;0700-0740;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
4616;0905-1030;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
4616;1300-1340;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
4616;1505-1740;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
4616;1900-1940;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
4616;2050-2230;;TWN;BMF Taipei Meteo Fax;;FE;;1;;
4620;0633-0648;;AUS;VMT Hobart Radio Wx;E;Tas;;1;;
4625;0000-2400;;RUS;The Buzzer;;RUS;B2;1;;[0219]
4629;1935-1940;Sa;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;103;3004[0414]
4629;1935-1940;Sa;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;109;3110[1014]
4645;0000-2400;;EST;Tallinn Volmet;E;Eu;tv;1;;[1218]
4651;0000-2400;;IRL;Shanwick Radio;E;NAO;s;1;;[1218]
4666;0000-2400;;USA;San Francisco Radio CWP;E;WOc;/GUM-b;1;;
4666;0000-2400;;USA;San Francisco Radio CWP;E;WOc;/HWA-m;1;;
4672;0000-2400;;RUS;Arkhangelsk Aero;R;NEu;;1;;[0816]
4672;0000-2400;;RUS;Peterburg Aero;R;NEu;;1;;[0616]
4675;0000-2400;;CAN;Gander Radio;E;NAO;g;1;;[1217]
4675;0000-2400;;ISL;Keflavik Radio;E;NAO;g;1;;[0216]
4712;0000-2400;;BLR;Vitebsk Aero;R;RUS;;1;;[0616]
4712;0000-2400;;RUS;Chelyabinsk Aero Brazka;R;RUS;;1;;[0716]
4712;0000-2400;;RUS;Kazan Aero;R;RUS;;1;;[1216]
4712;0000-2400;;RUS;Nadym Aero;R;RUS;;1;;
4712;0000-2400;;RUS;Novosibirsk Aero;R;RUS;;1;;[0716]
4712;0000-2400;;RUS;Orenburg Aero;R;RUS;;1;;
4712;0000-2400;;RUS;Perm Aero;R;RUS;;1;;[0716]
4712;0000-2400;;RUS;Rostov Aero;R;RUS;;1;;[0217]
4712;0000-2400;;RUS;Samara Aero;R;RUS;;1;;[1216]
4712;0000-2400;;RUS;Saratov Aero;R;RUS;;1;;[0616]
4712;0000-2400;;RUS;Syktyvkar Aero;R;RUS;;1;;[0616]
4712;0000-2400;;RUS;Tyumen Aero;R;RUS;;1;;[0416]
4712;0000-2400;;RUS;Ufa Aero;R;RUS;;1;;[0716]
4712;0000-2400;;RUS;Ural Aero;R;RUS;;1;;[0716]
4724;0000-2400;;USA;US Air Force Messages;E;NAm;;1;;[1217]
4728;0000-2400;;KAZ;Astana Aero;R;CAs;;1;;
4728;0000-2400;;TJK;Dushanbe Aero;R;CAs;;1;;
4728;0000-2400;;TKM;Ashgabat Aero;R;CAs;;1;;[0217]
4728;0000-2400;;TKM;Dashoguz/Tashaus Aero;R;CAs;;1;;[0217]
4728;0000-2400;;TKM;Turkmenbashi Aero;R;CAs;;1;;
4728;0000-2400;;UZB;Nukus Aero;R;CAs;;1;;[0217]
4728;0000-2400;;UZB;Samarkand Aero;R;CAs;;1;;[0716]
4728;0000-2400;;UZB;Tashkent Aero;R;CAs;;1;;[0217]
4747.6;1047-1330;;PRU;Radio Huanta 2000;Q,S;PRU;hu;1;;[0518]
4747.6;2000-0133;;PRU;Radio Huanta 2000;Q,S;PRU;hu;1;;[0319]
4750;1155-1705;;BGD;Bangladesh Betar;BE;SAs;s;1;;[1218]
4750;1235-1245;Mo;BGD;Bangladesh Betar;E;SAs;s;1;;[0219]
4750;1250-1255;;BGD;Bangladesh Betar;E;SAs;s;1;;[0418]
4750;1530-1545;;BGD;Bangladesh Betar;E;SAs;s;1;;[0118]
4750;1600-1605;;BGD;Bangladesh Betar;E;SAs;s;1;;[0418]
4750;1705-2400;;BGD;Bangladesh Betar;BE;SAs;s;6;3012;3012[1218]
4750;0600-0850;We-Mo;CHN;China National Radio 1;M;CHN;ha;1;;
4750;0850-1805;;CHN;China National Radio 1;M;CHN;ha;1;;
4750;2023-0600;;CHN;China National Radio 1;M;CHN;ha;1;;
4750;0900-1600;win;CHN;PBS Qinghai;M;CHN;xg;8;;
4750;2150-0200;win;CHN;PBS Qinghai;M;CHN;xg;8;;
4755;0000-2400;;RUS;Chelyabinsk Aero Brazka;R;RUS;;1;;[0217]
4755;0000-2400;;RUS;Mosdok Aero Assistent;R;CAs;;1;;[0217]
